OrderKey;LineNumber;OrderDate;DeliveryDate;CustomerKey;StoreKey;ProductKey;Quantity;UnitPrice;UnitCost
2688052;3;11.05.2022;11.05.2022;800629;340;1637;3;22,1615212;10,1876476
2688053;0;11.05.2022;11.05.2022;438308;210;244;2;386,19438;177,5954016
2688053;1;11.05.2022;11.05.2022;438308;210;1648;2;135,4944812;69,0838304
2688053;2;11.05.2022;11.05.2022;438308;210;1716;3;59,8096692;27,50409
2688053;3;11.05.2022;11.05.2022;438308;210;1620;3;75,1323612;34,554234
2688054;0;11.05.2022;11.05.2022;1395810;500;1482;3;334,6;153,874
2688054;1;11.05.2022;11.05.2022;1395810;500;494;6;418,5;192,45
2688054;2;11.05.2022;11.05.2022;1395810;500;1514;1;291,2;133,91
2688055;0;11.05.2022;13.05.2022;1728776;999999;1579;3;284,7;94,328
2688055;1;11.05.2022;13.05.2022;1728776;999999;460;8;449,85;229,35
2688056;0;11.05.2022;11.05.2022;2030715;500;442;1;404,85;206,4
2688056;1;11.05.2022;11.05.2022;2030715;500;1552;1;557,2;184,618
2688056;2;11.05.2022;11.05.2022;2030715;500;1654;3;337,987;111,982
2688056;3;11.05.2022;11.05.2022;2030715;500;1507;2;373,8;171,892
2688057;0;11.05.2022;11.05.2022;1388698;650;1511;3;320,6;147,434
2688057;1;11.05.2022;11.05.2022;1388698;650;191;4;62,7;31,9675
2688057;3;11.05.2022;11.05.2022;1388698;650;433;3;1453,5;481,575
2688058;0;11.05.2022;13.05.2022;31213;999999;1346;5;45,936842;21,13094732
2688058;1;11.05.2022;13.05.2022;31213;999999;1697;10;6,92048511;3,53085975
2688058;2;11.05.2022;13.05.2022;31213;999999;1680;3;8,97480351;4,57085844
2688059;0;11.05.2022;16.05.2022;1559126;999999;1618;5;76,687;35,269
2688060;0;11.05.2022;13.05.2022;1659854;999999;1538;6;392;180,264
2688060;1;11.05.2022;13.05.2022;1659854;999999;1461;6;431,2;198,296
2688060;2;11.05.2022;13.05.2022;1659854;999999;551;3;3442,5;1140,57
2688061;0;11.05.2022;11.05.2022;1090054;360;1315;2;182,47009;83,90953846
2688062;0;11.05.2022;11.05.2022;652525;170;1701;4;4,2471432;2,1662136
2688062;1;11.05.2022;11.05.2022;652525;170;163;3;1433,330284;474,8930566
2688063;0;11.05.2022;16.05.2022;913390;999999;92;1;109,2320174;36,18733878
2688063;1;11.05.2022;16.05.2022;913390;999999;345;8;848,42523;390,1542288
2688064;0;11.05.2022;11.05.2022;616672;170;1358;3;53,0523336;24,3969096
2688064;1;11.05.2022;11.05.2022;616672;170;1601;3;197,0884812;90,6294116
2688064;2;11.05.2022;11.05.2022;616672;170;1644;9;71,3012144;32,7926456
2688065;0;11.05.2022;14.05.2022;722315;999999;1647;4;221,7260812;101,9627076
2688066;0;11.05.2022;12.05.2022;86905;999999;1548;6;531,269564;244,3041093
2688066;1;11.05.2022;12.05.2022;86905;999999;2489;7;29,93883746;15,25902056
2688066;2;11.05.2022;12.05.2022;86905;999999;1468;2;377,481006;173,5813451
2689000;0;12.05.2022;15.05.2022;1405642;999999;1157;2;1738;575,839
2689000;1;12.05.2022;15.05.2022;1405642;999999;1606;2;207,987;95,641
2689001;0;12.05.2022;12.05.2022;1335477;550;1640;4;29,757;9,854
2689002;0;12.05.2022;12.05.2022;1846374;660;2497;4;13,986;7,126
2689002;1;12.05.2022;12.05.2022;1846374;660;452;3;329,925;168,21
2689002;2;12.05.2022;12.05.2022;1846374;660;2509;1;5,684;2,898
2689002;3;12.05.2022;12.05.2022;1846374;660;1588;1;18,057;8,307
2689002;4;12.05.2022;12.05.2022;1846374;660;1584;2;12,987;6,617
2689002;5;12.05.2022;12.05.2022;1846374;660;337;2;312,55;143,735
2689003;0;12.05.2022;16.05.2022;858753;999999;561;1;200,3268;102,137844
2689003;1;12.05.2022;16.05.2022;858753;999999;2275;6;88,1927928;44,96544
2689003;2;12.05.2022;16.05.2022;858753;999999;435;5;389,05194;198,352356
2689003;3;12.05.2022;16.05.2022;858753;999999;978;1;306,4952;101,5450304
2689004;0;12.05.2022;12.05.2022;1358514;610;440;3;329,925;168,21
2689004;1;12.05.2022;12.05.2022;1358514;610;163;5;1512,59;501,1535
2689004;2;12.05.2022;12.05.2022;1358514;610;1466;3;406;186,704
2689004;3;12.05.2022;12.05.2022;1358514;610;421;1;703,5;323,52
2689004;4;12.05.2022;12.05.2022;1358514;610;1064;3;689,7;228,514
2689004;5;12.05.2022;12.05.2022;1358514;610;1577;2;284,7;94,328
2689004;6;12.05.2022;12.05.2022;1358514;610;1278;1;16,489;8,404
2689005;0;12.05.2022;12.05.2022;619829;120;78;1;35,064396;16,127028
2689005;1;12.05.2022;12.05.2022;619829;120;1592;2;22,4702296;10,3295608
2689005;2;12.05.2022;12.05.2022;619829;120;1571;1;71,1827896;32,7373384
2689005;3;12.05.2022;12.05.2022;619829;120;1643;2;72,2944352;33,2494448
2689006;0;12.05.2022;15.05.2022;418818;999999;1541;3;402,19088;184,954
2689006;1;12.05.2022;15.05.2022;418818;999999;428;10;1396,5228;462,69726
2689006;2;12.05.2022;15.05.2022;418818;999999;511;9;142,6788;72,737364
2689006;3;12.05.2022;15.05.2022;418818;999999;2509;2;5,4611872;2,7843984
2689006;4;12.05.2022;15.05.2022;418818;999999;749;3;23,7798;10,938708
2689006;5;12.05.2022;15.05.2022;418818;999999;438;1;1324,4628;438,816576
2689007;0;12.05.2022;15.05.2022;1580790;999999;1640;4;29,757;9,854
2689007;1;12.05.2022;15.05.2022;1580790;999999;517;10;1228,5;407,025
2689007;2;12.05.2022;15.05.2022;1580790;999999;2068;1;179,991;82,773
2689007;3;12.05.2022;15.05.2022;1580790;999999;622;3;3442,5;1140,57
2689008;0;12.05.2022;13.05.2022;1615339;999999;1498;8;420;193,144
2689008;1;12.05.2022;13.05.2022;1615339;999999;1664;1;8,091;3,717
2689008;2;12.05.2022;13.05.2022;1615339;999999;2096;5;789,75;363,177
2689009;0;12.05.2022;12.05.2022;598480;190;937;1;113,8548;52,358796
2689009;1;12.05.2022;12.05.2022;598480;190;1994;8;82,1397528;41,8783896
2689010;0;12.05.2022;13.05.2022;1232983;999999;30;4;229,5;76,041
2689010;1;12.05.2022;13.05.2022;1232983;999999;47;2;134,955;68,805
2689011;0;12.05.2022;12.05.2022;1409075;550;1685;2;4,851;2,475
2689011;1;12.05.2022;12.05.2022;1409075;550;1422;8;421,4;193,788
2689011;2;12.05.2022;12.05.2022;1409075;550;160;3;1044,9905;480,5575
2689011;3;12.05.2022;12.05.2022;1409075;550;2090;4;1327,5;439,83
2689011;4;12.05.2022;12.05.2022;1409075;550;576;10;3748,5;1241,955
2689011;5;12.05.2022;12.05.2022;1409075;550;127;1;136,23;69,4545
2689011;6;12.05.2022;12.05.2022;1409075;550;1598;3;75,244;34,606
2689012;0;12.05.2022;12.05.2022;1996297;510;1638;1;18,057;8,307
2689013;0;12.05.2022;14.05.2022;1202162;999999;1546;1;422,8;140,084
2689013;1;12.05.2022;14.05.2022;1202162;999999;1618;1;76,687;35,269
2689014;0;12.05.2022;14.05.2022;1924240;999999;1574;2;77,987;35,867
2689015;0;12.05.2022;17.05.2022;1535334;999999;440;1;329,925;168,21
2689016;0;12.05.2022;12.05.2022;1247152;620;1580;3;284,7;94,328
2689017;0;12.05.2022;12.05.2022;2005455;605;60;7;140,4;71,577
2689018;0;12.05.2022;12.05.2022;1649825;510;1576;2;16,887;8,606
2689018;1;12.05.2022;12.05.2022;1649825;510;1623;7;284,7;94,328
2689019;0;12.05.2022;15.05.2022;527872;999999;1468;2;254,22768;116,9043792
2689019;1;12.05.2022;15.05.2022;527872;999999;428;4;1396,5228;462,69726
2689019;2;12.05.2022;15.05.2022;527872;999999;1824;3;27,67104;14,1035832
2689019;3;12.05.2022;15.05.2022;527872;999999;1553;3;360,49216;165,7725888
2689020;0;12.05.2022;15.05.2022;314243;999999;456;1;1093,160835;502,6975389
2689021;0;12.05.2022;13.05.2022;801061;999999;1463;5;394,12016;181,2414688
2689022;0;12.05.2022;16.05.2022;285548;999999;381;1;1366,939935;628,5968136
2689022;1;12.05.2022;16.05.2022;285548;999999;1637;1;30,48986577;14,01618621
2689022;2;12.05.2022;16.05.2022;285548;999999;1582;6;30,48986577;14,01618621
2689023;0;12.05.2022;17.05.2022;1593149;999999;1610;3;376,987;124,904
2689023;1;12.05.2022;17.05.2022;1593149;999999;1421;3;406;186,704
2689023;2;12.05.2022;17.05.2022;1593149;999999;928;2;50,985;25,995
2689023;3;12.05.2022;17.05.2022;1593149;999999;348;9;1137;522,87
2689023;4;12.05.2022;17.05.2022;1593149;999999;1592;1;23,387;10,751
2689024;0;12.05.2022;14.05.2022;409940;999999;442;7;388,97988;198,30912
2689025;0;12.05.2022;12.05.2022;484155;240;432;7;720,45588;367,304232
2689025;1;12.05.2022;12.05.2022;484155;240;446;1;316,99194;161,616168
2689026;0;12.05.2022;12.05.2022;1102428;360;1815;1;23,601312;12,02929371
2689027;0;12.05.2022;19.05.2022;251320;999999;1572;1;98,28278577;45,20092941
2689027;1;12.05.2022;19.05.2022;251320;999999;380;1;2540,278935;841,6360647
2689027;2;12.05.2022;19.05.2022;251320;999999;451;1;1093,160835;502,6975389
2689027;3;12.05.2022;19.05.2022;251320;999999;404;2;2540,278935;841,6360647
2689027;4;12.05.2022;19.05.2022;251320;999999;713;1;312,8904;143,8904727
2689028;0;12.05.2022;17.05.2022;153064;999999;1637;6;34,07158482;15,66270186
2689029;0;12.05.2022;17.05.2022;1317776;999999;1376;4;43,4;14,378
2689029;1;12.05.2022;17.05.2022;1317776;999999;1136;3;528,55;175,12
2689029;2;12.05.2022;17.05.2022;1317776;999999;460;3;449,85;229,35
2689030;0;12.05.2022;12.05.2022;664340;180;919;3;1,36914;0,691776
2689031;0;12.05.2022;12.05.2022;1861584;480;1302;1;104,5;48,059
2689032;0;12.05.2022;12.05.2022;1548110;480;1604;4;337,987;111,982
2689033;0;12.05.2022;14.05.2022;1944142;999999;1640;1;29,757;9,854
2689033;1;12.05.2022;14.05.2022;1944142;999999;448;1;404,85;206,4
2689034;0;12.05.2022;14.05.2022;1744029;999999;1634;7;12,987;6,617
2689035;0;12.05.2022;16.05.2022;1381084;999999;1611;1;207,987;95,641
2689035;1;12.05.2022;16.05.2022;1381084;999999;1655;1;376,987;124,904
2689036;0;12.05.2022;12.05.2022;1656081;585;691;10;354;117,285
2689036;1;12.05.2022;12.05.2022;1656081;585;2042;2;85,491;43,587
2689036;2;12.05.2022;12.05.2022;1656081;585;114;5;224,991;74,547
2689037;0;12.05.2022;12.05.2022;1384471;560;1637;2;23,387;10,751
2689038;0;12.05.2022;12.05.2022;1657093;500;434;2;898,5;413,19
2689038;1;12.05.2022;12.05.2022;1657093;500;2503;2;13,986;7,126
2689038;2;12.05.2022;12.05.2022;1657093;500;138;2;474,9905;218,4335
2689038;3;12.05.2022;12.05.2022;1657093;500;1514;1;291,2;133,91
2689038;4;12.05.2022;12.05.2022;1657093;500;1305;3;74,8;34,397
2689039;0;12.05.2022;15.05.2022;241783;999999;1657;1;305,0511918;140,2804997
2689039;1;12.05.2022;15.05.2022;241783;999999;241;3;407,4745605;207,7377144
2689040;0;12.05.2022;12.05.2022;1988810;430;347;1;879;404,22
2689040;1;12.05.2022;12.05.2022;1988810;430;430;5;404,925;206,445
2689041;0;12.05.2022;16.05.2022;2084603;999999;1435;2;410,2;188,636
2689041;1;12.05.2022;16.05.2022;2084603;999999;323;1;350,55;161,2055
2689041;2;12.05.2022;16.05.2022;2084603;999999;2098;1;457,2;233,091
2689042;0;12.05.2022;15.05.2022;1419275;999999;104;10;103,5;47,592
2689042;1;12.05.2022;15.05.2022;1419275;999999;1686;5;6,291;3,204
2689043;0;12.05.2022;12.05.2022;1867625;500;1619;1;77,987;35,867
2689043;1;12.05.2022;12.05.2022;1867625;500;1644;1;75,244;34,606
2689044;0;12.05.2022;12.05.2022;2035064;470;151;1;1125,7215;372,97
2689044;1;12.05.2022;12.05.2022;2035064;470;2177;8;671,391;308,745
2689044;2;12.05.2022;12.05.2022;2035064;470;2502;3;13,986;7,126
2689044;3;12.05.2022;12.05.2022;2035064;470;1269;1;54,956;28,017
2689044;4;12.05.2022;12.05.2022;2035064;470;1433;1;431,2;198,296
2689044;5;12.05.2022;12.05.2022;2035064;470;439;3;838,5;385,59
2689045;0;12.05.2022;16.05.2022;1449450;999999;1634;1;12,987;6,617
2689045;1;12.05.2022;16.05.2022;1449450;999999;1428;3;375,2;172,536
2689046;0;12.05.2022;12.05.2022;1679201;620;2508;7;6,636;3,388
2689047;0;12.05.2022;12.05.2022;572034;260;190;1;51,936044;26,4791676
2689048;0;12.05.2022;12.05.2022;2096540;440;726;4;220,5;101,4
2689048;1;12.05.2022;12.05.2022;2096540;440;1675;2;6,201;2,853
2689049;0;12.05.2022;16.05.2022;1451589;999999;1540;3;532;176,26
2689050;0;12.05.2022;14.05.2022;1226586;999999;1579;6;284,7;94,328
2689050;1;12.05.2022;14.05.2022;1226586;999999;1471;2;320,6;147,434
2689050;2;12.05.2022;14.05.2022;1226586;999999;2517;2;4,69;2,394
2689051;0;12.05.2022;13.05.2022;62368;999999;422;1;2117,54601;701,5873545
2689052;0;12.05.2022;16.05.2022;1053514;999999;2470;8;22,85639559;11,6531478
2689052;1;12.05.2022;16.05.2022;1053514;999999;77;5;27,98968095;12,87009045
2689053;0;12.05.2022;17.05.2022;255062;999999;1561;4;733,727988;243,0975889
2689054;0;12.05.2022;15.05.2022;1510999;999999;1656;3;207,987;95,641
2689054;1;12.05.2022;15.05.2022;1510999;999999;122;3;265,9905;122,322
2689054;2;12.05.2022;15.05.2022;1510999;999999;1663;1;6,201;2,853
2689055;0;12.05.2022;15.05.2022;515743;999999;1469;2;269,024;123,7106864
2689056;0;12.05.2022;12.05.2022;1537698;550;1658;1;142,987;72,904
2689056;1;12.05.2022;12.05.2022;1537698;550;1318;1;23,786;12,124
2689057;0;12.05.2022;12.05.2022;916960;400;2516;3;3,8434081;1,96185906
2689057;1;12.05.2022;12.05.2022;916960;400;649;2;111,860385;57,02421165
2689057;2;12.05.2022;12.05.2022;916960;400;1625;3;233,308803;77,30085272
2689058;0;12.05.2022;15.05.2022;2038279;999999;77;1;34,155;15,705
2689058;1;12.05.2022;15.05.2022;2038279;999999;1410;1;322;148,078
2689058;2;12.05.2022;15.05.2022;2038279;999999;549;7;208,5;106,305
2689058;3;12.05.2022;15.05.2022;2038279;999999;732;3;240;110,37
2689058;4;12.05.2022;15.05.2022;2038279;999999;2146;4;1485;492,012
2689058;5;12.05.2022;15.05.2022;2038279;999999;2115;3;789,75;363,177
2689059;0;12.05.2022;15.05.2022;1515866;999999;1533;3;418,6;192,5
2689059;1;12.05.2022;15.05.2022;1515866;999999;1421;1;406;186,704
2689059;2;12.05.2022;15.05.2022;1515866;999999;1628;1;18,057;8,307
2689059;3;12.05.2022;15.05.2022;1515866;999999;1654;5;337,987;111,982
2689060;0;12.05.2022;12.05.2022;465679;230;260;1;309,42564;142,2901564
2689060;1;12.05.2022;12.05.2022;465679;230;2517;1;4,506152;2,3001552
2689060;2;12.05.2022;12.05.2022;465679;230;1520;3;376,6336;173,1976512
2689060;3;12.05.2022;12.05.2022;465679;230;686;2;214,7388;98,751024
2689061;0;12.05.2022;12.05.2022;1590217;530;1747;2;98,1;32,499
2689062;0;12.05.2022;15.05.2022;81436;999999;1537;6;750,574272;248,6889157
2689063;0;12.05.2022;12.05.2022;1097166;420;1707;3;51,72375033;23,78569725
2689064;0;12.05.2022;12.05.2022;1849047;660;185;5;160,55;53,1905
2689064;1;12.05.2022;12.05.2022;1849047;660;523;4;208,5;106,305
2689065;0;12.05.2022;15.05.2022;2011994;999999;1841;1;899,1;458,388
2689066;0;12.05.2022;12.05.2022;1691296;540;1709;1;63,117;29,025
2689067;0;12.05.2022;14.05.2022;1608064;999999;1592;1;23,387;10,751
2689067;1;12.05.2022;14.05.2022;1608064;999999;1197;2;475,2;242,275
2689067;2;12.05.2022;14.05.2022;1608064;999999;1543;3;562,8;186,466
2689068;0;12.05.2022;12.05.2022;1971032;550;438;1;1378,5;456,72
2689068;1;12.05.2022;12.05.2022;1971032;550;1700;2;7,992;3,672
2689068;2;12.05.2022;12.05.2022;1971032;550;1512;3;334,6;153,874
2689068;3;12.05.2022;12.05.2022;1971032;550;377;1;898,5;413,19
2689069;0;12.05.2022;15.05.2022;1775807;999999;1458;1;280;128,758
2689070;0;12.05.2022;14.05.2022;1101750;999999;1654;4;276,9769666;91,76812918
2689071;0;12.05.2022;14.05.2022;623789;999999;1658;3;137,3819096;70,0461632
2689072;0;12.05.2022;12.05.2022;359035;74;1541;1;545,733006;250,964175
2689072;1;12.05.2022;12.05.2022;359035;74;1572;6;98,28278577;45,20092941
2689072;2;12.05.2022;12.05.2022;359035;74;2502;6;18,23368806;9,29023746
2689073;0;12.05.2022;12.05.2022;673231;140;300;1;199,89444;101,909654
2689074;0;12.05.2022;14.05.2022;1310131;999999;2491;1;34,986;17,836
2689074;1;12.05.2022;14.05.2022;1310131;999999;402;2;1948,5;645,57
2690000;0;13.05.2022;13.05.2022;834071;310;67;2;22,26390453;11,3529447
2690001;0;13.05.2022;13.05.2022;281758;90;1596;1;21,40247694;9,83905338
2690002;0;13.05.2022;14.05.2022;1855281;999999;2084;2;85,491;43,587
2690002;1;13.05.2022;14.05.2022;1855281;999999;1643;2;75,244;34,606
2690003;0;13.05.2022;13.05.2022;494825;190;537;1;186,326955;94,99785915
2690003;1;13.05.2022;13.05.2022;494825;190;880;3;18,777135;9,57633885
2690003;2;13.05.2022;13.05.2022;494825;190;396;1;1876,269105;621,6387201
2690003;3;13.05.2022;13.05.2022;494825;190;437;9;722,0530605;368,1185097
2690004;0;13.05.2022;15.05.2022;2035809;999999;1789;2;38,7;19,728
2690005;0;13.05.2022;14.05.2022;1391337;999999;131;7;190;96,8715
2690006;0;13.05.2022;13.05.2022;404728;240;1416;2;415,215416;190,9451673
2690006;1;13.05.2022;13.05.2022;404728;240;1677;4;4,32451863;2,20125798
2690007;0;13.05.2022;16.05.2022;2031444;999999;512;1;193,5;98,655
2690008;0;13.05.2022;16.05.2022;449363;999999;2490;6;20,20804898;10,29949928
2690009;0;13.05.2022;13.05.2022;1914776;530;1822;6;28,8;14,679
2690010;0;13.05.2022;13.05.2022;1861890;650;319;8;825,55;273,524
2690011;0;13.05.2022;16.05.2022;1877533;999999;157;2;1044,9905;480,5575
2690011;1;13.05.2022;16.05.2022;1877533;999999;352;2;480;244,725
2690012;0;13.05.2022;18.05.2022;366508;999999;127;1;177,1575789;90,32071544
2690012;1;13.05.2022;18.05.2022;366508;999999;1697;6;6,30838593;3,21856425
2690012;2;13.05.2022;18.05.2022;366508;999999;1395;2;30,93202798;14,21890162
2690012;3;13.05.2022;18.05.2022;366508;999999;176;4;156,7733387;72,09844006
2690013;0;13.05.2022;13.05.2022;1532987;670;480;2;418,5;192,45
2690013;1;13.05.2022;13.05.2022;1532987;670;1624;4;284,7;94,328
2690013;2;13.05.2022;13.05.2022;1532987;670;1570;1;557,2;184,618
2690013;3;13.05.2022;13.05.2022;1532987;670;759;3;17,85;9,105
2690014;0;13.05.2022;15.05.2022;457820;999999;1442;2;713,145958;236,2818375
2690014;1;13.05.2022;15.05.2022;457820;999999;1475;1;310,06346;142,5887485
2690014;2;13.05.2022;15.05.2022;457820;999999;1933;3;2773,229734;918,8258801
2690015;0;13.05.2022;17.05.2022;256810;999999;1299;6;35,761825;16,4504395
2690015;1;13.05.2022;17.05.2022;256810;999999;1587;2;30,41315641;13,98092293
2690015;2;13.05.2022;17.05.2022;256810;999999;425;2;719,788005;366,9748439
2690016;0;13.05.2022;16.05.2022;861559;999999;627;4;720,753105;367,454088
2690016;1;13.05.2022;16.05.2022;861559;999999;1598;4;72,45470492;33,32315558
2690016;2;13.05.2022;16.05.2022;861559;999999;1472;4;322,196378;148,1698908
2690017;0;13.05.2022;15.05.2022;1483555;999999;1791;5;38,7;19,728
2690018;0;13.05.2022;16.05.2022;1985355;999999;635;4;1048,5;482,16
2690018;1;13.05.2022;16.05.2022;1985355;999999;1375;2;58,8;19,488
2690019;0;13.05.2022;16.05.2022;1826744;999999;1737;1;25,2;12,852
2690019;1;13.05.2022;16.05.2022;1826744;999999;1435;5;410,2;188,636
2690020;0;13.05.2022;15.05.2022;368512;999999;45;4;271,529784;124,868589
2690020;2;13.05.2022;15.05.2022;368512;999999;1549;1;708,214178;234,6391858
2690020;3;13.05.2022;15.05.2022;368512;999999;1500;4;234,857658;119,7409935
2690021;0;13.05.2022;13.05.2022;1997545;560;485;2;148,5;75,705
2690021;1;13.05.2022;13.05.2022;1997545;560;191;3;62,7;31,9675
2690022;0;13.05.2022;13.05.2022;1523906;480;1541;3;418,6;192,5
2690022;1;13.05.2022;13.05.2022;1523906;480;435;2;404,925;206,445
2690022;2;13.05.2022;13.05.2022;1523906;480;1595;1;29,757;9,854
2690022;3;13.05.2022;13.05.2022;1523906;480;1703;1;4,851;2,475
2690023;0;13.05.2022;16.05.2022;883555;999999;1613;1;137,6864719;70,20144872
2690024;0;13.05.2022;16.05.2022;235292;999999;156;1;580,6049327;266,996485
2690025;0;13.05.2022;16.05.2022;1803136;999999;2112;4;711,9;327,375
2690025;1;13.05.2022;16.05.2022;1803136;999999;423;7;898,5;413,19
2690026;0;13.05.2022;19.05.2022;1042507;999999;1413;7;343,08456;157,773
2690026;1;13.05.2022;19.05.2022;1042507;999999;426;6;614,57706;313,324884
2690027;0;13.05.2022;16.05.2022;177882;999999;2485;1;522,3024;240,1938162
2690027;1;13.05.2022;16.05.2022;177882;999999;2125;5;212,838228;108,5083236
2690027;2;13.05.2022;16.05.2022;177882;999999;155;6;647,7587111;297,8777638
2690027;3;13.05.2022;16.05.2022;177882;999999;1423;5;383,892264;176,5295062
2690028;0;13.05.2022;14.05.2022;469308;999999;1630;5;28,65390801;9,48871222
2690028;1;13.05.2022;14.05.2022;469308;999999;1698;2;6,05779263;3,08522772
2690028;2;13.05.2022;14.05.2022;469308;999999;1239;1;167,357234;85,32041265
2690028;3;13.05.2022;14.05.2022;469308;999999;1619;1;75,09602191;34,53741031
2690028;4;13.05.2022;14.05.2022;469308;999999;448;2;389,8422105;198,748752
2690028;5;13.05.2022;14.05.2022;469308;999999;1738;3;24,265836;12,37557636
2690028;6;13.05.2022;14.05.2022;469308;999999;5;1;18,69336009;9,533007
2690029;0;13.05.2022;13.05.2022;1619018;500;1641;3;16,458;7,566
2690030;0;13.05.2022;13.05.2022;801091;330;1597;6;72,45470492;33,32315558
2690031;0;13.05.2022;17.05.2022;370980;999999;1993;4;117,0269961;59,66632926
2690031;1;13.05.2022;17.05.2022;370980;999999;798;1;46,6204155;21,43758855
2690031;2;13.05.2022;17.05.2022;370980;999999;2298;1;140,4347361;71,59257279
2690031;3;13.05.2022;17.05.2022;370980;999999;1647;3;304,2837144;139,9275684
2690032;0;13.05.2022;19.05.2022;621394;999999;1113;3;462,0330726;153,078908
2690032;1;13.05.2022;19.05.2022;621394;999999;770;2;76,4084955;38,95533315
2690032;2;13.05.2022;19.05.2022;621394;999999;811;4;23,8325175;10,96295805
2690032;3;13.05.2022;19.05.2022;621394;999999;1608;1;137,6864719;70,20144872
2690032;4;13.05.2022;19.05.2022;621394;999999;1325;1;53,91059898;24,79159578
2690033;0;13.05.2022;18.05.2022;2050456;999999;1610;3;376,987;124,904
2690033;1;13.05.2022;18.05.2022;2050456;999999;1718;1;63,117;29,025
2690034;0;13.05.2022;17.05.2022;1196919;999999;477;3;760,9986;252,137646
2690034;1;13.05.2022;17.05.2022;1196919;999999;285;2;256,16598;130,5979326
2690035;0;13.05.2022;13.05.2022;1318779;490;1652;10;233,987;107,601
2690035;1;13.05.2022;13.05.2022;1318779;490;1831;3;899,1;458,388
2690036;0;13.05.2022;16.05.2022;1357072;999999;2496;2;13,986;7,126
2690037;0;13.05.2022;13.05.2022;809541;310;1323;3;48,51819098;22,3110881
2690037;1;13.05.2022;13.05.2022;809541;310;1788;2;37,265391;18,99668304
2690037;2;13.05.2022;13.05.2022;809541;310;2089;1;223,1590275;113,7721054
2690038;0;13.05.2022;14.05.2022;345552;999999;434;2;1168,436355;537,3246717
2690039;0;13.05.2022;17.05.2022;282982;999999;1668;7;8,18100513;4,16657772
2690039;1;13.05.2022;17.05.2022;282982;999999;1569;3;544,359998;250,332775
2690039;2;13.05.2022;17.05.2022;282982;999999;1605;1;490,2452044;162,4289087
2690040;0;13.05.2022;13.05.2022;1210716;550;1495;1;322;148,078
2690040;1;13.05.2022;13.05.2022;1210716;550;1457;2;264,6;121,674
2690041;0;13.05.2022;17.05.2022;1552373;999999;510;4;268,5;123,48
2690041;1;13.05.2022;17.05.2022;1552373;999999;2500;1;33,208;16,926
2690042;0;13.05.2022;13.05.2022;1582464;550;1567;1;544,6;180,432
2690042;1;13.05.2022;13.05.2022;1582464;550;439;9;838,5;385,59
2690043;0;13.05.2022;13.05.2022;453113;190;1343;2;41,791162;13,84500754
2690043;1;13.05.2022;13.05.2022;453113;190;1618;8;73,84421291;33,96157817
2690043;2;13.05.2022;13.05.2022;453113;190;1648;4;137,6864719;70,20144872
2690043;3;13.05.2022;13.05.2022;453113;190;465;1;374,098305;172,0418885
2690044;0;13.05.2022;13.05.2022;306152;80;1535;4;487,921336;224,3709905
2690045;0;13.05.2022;17.05.2022;864875;999999;1414;2;345,114112;158,7120485
2690045;1;13.05.2022;17.05.2022;864875;999999;1737;3;24,265836;12,37557636
2690046;0;13.05.2022;13.05.2022;435458;220;409;4;470,87277;240,058449
2690046;1;13.05.2022;13.05.2022;435458;220;1460;6;404,4306;185,9841519
2690046;2;13.05.2022;13.05.2022;435458;220;733;1;228,21441;104,9497407
2690046;3;13.05.2022;13.05.2022;435458;220;1585;1;28,65390801;9,48871222
2690047;0;13.05.2022;13.05.2022;1907118;560;1025;2;216,59;99,605
2690047;1;13.05.2022;13.05.2022;1907118;560;417;3;898,5;413,19
2690047;2;13.05.2022;13.05.2022;1907118;560;1602;3;233,987;107,601
2690047;3;13.05.2022;13.05.2022;1907118;560;1574;2;77,987;35,867
2690047;4;13.05.2022;13.05.2022;1907118;560;1508;3;420;193,144
2690047;5;13.05.2022;13.05.2022;1907118;560;153;8;446,4715;205,314
2690048;0;13.05.2022;13.05.2022;839930;310;1583;3;17,38762701;7,99905951
2690049;0;13.05.2022;16.05.2022;262084;999999;1486;1;524,333376;241,1205289
2690049;1;13.05.2022;16.05.2022;262084;999999;169;3;147,0136115;67,60155312
2690050;0;13.05.2022;16.05.2022;341642;999999;41;6;271,529784;124,868589
2691000;0;14.05.2022;15.05.2022;279704;999999;1607;1;304,2837144;139,9275684
2691000;1;14.05.2022;15.05.2022;279704;999999;1463;8;533,436386;245,3079135
2691001;0;14.05.2022;17.05.2022;2050117;999999;2488;1;20,986;10,696
2691001;1;14.05.2022;17.05.2022;2050117;999999;2068;1;179,991;82,773
2691002;0;14.05.2022;19.05.2022;1069657;999999;1469;7;229,488;105,5300568
2691002;1;14.05.2022;19.05.2022;1069657;999999;1116;3;581,5062;192,663372
2691002;2;14.05.2022;19.05.2022;1069657;999999;736;2;145,0692;66,707244
2691003;0;14.05.2022;14.05.2022;1861355;610;1231;3;1650;546,678
2691003;1;14.05.2022;14.05.2022;1861355;610;2182;1;1485;492,012
2691003;2;14.05.2022;14.05.2022;1861355;610;1534;2;557,2;184,618
2691003;3;14.05.2022;14.05.2022;1861355;610;2374;3;179,991;91,764
2691004;0;14.05.2022;20.05.2022;1746003;999999;1496;1;403,2;185,416
2691004;1;14.05.2022;20.05.2022;1746003;999999;1468;4;264,6;121,674
