Date;26.04.2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;DateKey;Year;YearQuarter;YearQuarterNumber;Quarter;YearMonth;YearMonthShort;YearMonthNumber;Month;MonthShort;MonthNumber;DayofWeek;DayofWeekShort;DayofWeekNumber;WorkingDay;WorkingDayNumber
15.08.2019;20190815;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Thursday;Thu;5;1;1161
16.08.2019;20190816;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Friday;Fri;6;1;1162
17.08.2019;20190817;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Saturday;Sat;7;0;1162
18.08.2019;20190818;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Sunday;Sun;1;0;1162
19.08.2019;20190819;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Monday;Mon;2;1;1163
20.08.2019;20190820;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Tuesday;Tue;3;1;1164
21.08.2019;20190821;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Wednesday;Wed;4;1;1165
22.08.2019;20190822;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Thursday;Thu;5;1;1166
23.08.2019;20190823;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Friday;Fri;6;1;1167
24.08.2019;20190824;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Saturday;Sat;7;0;1167
25.08.2019;20190825;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Sunday;Sun;1;0;1167
26.08.2019;20190826;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Monday;Mon;2;1;1168
27.08.2019;20190827;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Tuesday;Tue;3;1;1169
28.08.2019;20190828;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Wednesday;Wed;4;1;1170
29.08.2019;20190829;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Thursday;Thu;5;1;1171
30.08.2019;20190830;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Friday;Fri;6;1;1172
31.08.2019;20190831;2019;Q3-2019;8079;Q3;01.08.2019;01.08.2019;24236;August;Aug;8;Saturday;Sat;7;0;1172
01.09.2019;20190901;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Sunday;Sun;1;0;1172
02.09.2019;20190902;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Monday;Mon;2;0;1172
03.09.2019;20190903;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Tuesday;Tue;3;1;1173
04.09.2019;20190904;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Wednesday;Wed;4;1;1174
05.09.2019;20190905;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Thursday;Thu;5;1;1175
06.09.2019;20190906;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Friday;Fri;6;1;1176
07.09.2019;20190907;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Saturday;Sat;7;0;1176
08.09.2019;20190908;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Sunday;Sun;1;0;1176
09.09.2019;20190909;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Monday;Mon;2;1;1177
10.09.2019;20190910;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Tuesday;Tue;3;1;1178
11.09.2019;20190911;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Wednesday;Wed;4;1;1179
12.09.2019;20190912;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Thursday;Thu;5;1;1180
13.09.2019;20190913;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Friday;Fri;6;1;1181
14.09.2019;20190914;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Saturday;Sat;7;0;1181
15.09.2019;20190915;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Sunday;Sun;1;0;1181
16.09.2019;20190916;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Monday;Mon;2;1;1182
17.09.2019;20190917;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Tuesday;Tue;3;1;1183
18.09.2019;20190918;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Wednesday;Wed;4;1;1184
19.09.2019;20190919;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Thursday;Thu;5;1;1185
20.09.2019;20190920;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Friday;Fri;6;1;1186
21.09.2019;20190921;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Saturday;Sat;7;0;1186
22.09.2019;20190922;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Sunday;Sun;1;0;1186
23.09.2019;20190923;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Monday;Mon;2;1;1187
24.09.2019;20190924;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Tuesday;Tue;3;1;1188
25.09.2019;20190925;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Wednesday;Wed;4;1;1189
26.09.2019;20190926;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Thursday;Thu;5;1;1190
27.09.2019;20190927;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Friday;Fri;6;1;1191
28.09.2019;20190928;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Saturday;Sat;7;0;1191
29.09.2019;20190929;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Sunday;Sun;1;0;1191
30.09.2019;20190930;2019;Q3-2019;8079;Q3;01.09.2019;01.09.2019;24237;September;Sep;9;Monday;Mon;2;1;1192
01.10.2019;20191001;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Tuesday;Tue;3;1;1193
02.10.2019;20191002;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Wednesday;Wed;4;1;1194
03.10.2019;20191003;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Thursday;Thu;5;1;1195
04.10.2019;20191004;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Friday;Fri;6;1;1196
05.10.2019;20191005;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Saturday;Sat;7;0;1196
06.10.2019;20191006;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Sunday;Sun;1;0;1196
07.10.2019;20191007;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Monday;Mon;2;1;1197
08.10.2019;20191008;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Tuesday;Tue;3;1;1198
09.10.2019;20191009;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Wednesday;Wed;4;1;1199
10.10.2019;20191010;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Thursday;Thu;5;1;1200
11.10.2019;20191011;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Friday;Fri;6;1;1201
12.10.2019;20191012;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Saturday;Sat;7;0;1201
13.10.2019;20191013;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Sunday;Sun;1;0;1201
14.10.2019;20191014;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Monday;Mon;2;0;1201
15.10.2019;20191015;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Tuesday;Tue;3;1;1202
16.10.2019;20191016;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Wednesday;Wed;4;1;1203
17.10.2019;20191017;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Thursday;Thu;5;1;1204
18.10.2019;20191018;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Friday;Fri;6;1;1205
19.10.2019;20191019;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Saturday;Sat;7;0;1205
20.10.2019;20191020;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Sunday;Sun;1;0;1205
21.10.2019;20191021;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Monday;Mon;2;1;1206
22.10.2019;20191022;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Tuesday;Tue;3;1;1207
23.10.2019;20191023;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Wednesday;Wed;4;1;1208
24.10.2019;20191024;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Thursday;Thu;5;1;1209
25.10.2019;20191025;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Friday;Fri;6;1;1210
26.10.2019;20191026;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Saturday;Sat;7;0;1210
27.10.2019;20191027;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Sunday;Sun;1;0;1210
28.10.2019;20191028;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Monday;Mon;2;1;1211
29.10.2019;20191029;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Tuesday;Tue;3;1;1212
30.10.2019;20191030;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Wednesday;Wed;4;1;1213
31.10.2019;20191031;2019;Q4-2019;8080;Q4;01.10.2019;01.10.2019;24238;October;Oct;10;Thursday;Thu;5;1;1214
01.11.2019;20191101;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Friday;Fri;6;1;1215
02.11.2019;20191102;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Saturday;Sat;7;0;1215
03.11.2019;20191103;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Sunday;Sun;1;0;1215
04.11.2019;20191104;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Monday;Mon;2;1;1216
05.11.2019;20191105;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Tuesday;Tue;3;1;1217
06.11.2019;20191106;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Wednesday;Wed;4;1;1218
07.11.2019;20191107;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Thursday;Thu;5;1;1219
08.11.2019;20191108;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Friday;Fri;6;1;1220
09.11.2019;20191109;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Saturday;Sat;7;0;1220
10.11.2019;20191110;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Sunday;Sun;1;0;1220
11.11.2019;20191111;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Monday;Mon;2;0;1220
12.11.2019;20191112;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Tuesday;Tue;3;1;1221
13.11.2019;20191113;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Wednesday;Wed;4;1;1222
14.11.2019;20191114;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Thursday;Thu;5;1;1223
15.11.2019;20191115;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Friday;Fri;6;1;1224
16.11.2019;20191116;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Saturday;Sat;7;0;1224
17.11.2019;20191117;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Sunday;Sun;1;0;1224
18.11.2019;20191118;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Monday;Mon;2;1;1225
19.11.2019;20191119;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Tuesday;Tue;3;1;1226
20.11.2019;20191120;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Wednesday;Wed;4;1;1227
21.11.2019;20191121;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Thursday;Thu;5;1;1228
22.11.2019;20191122;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Friday;Fri;6;1;1229
23.11.2019;20191123;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Saturday;Sat;7;0;1229
24.11.2019;20191124;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Sunday;Sun;1;0;1229
25.11.2019;20191125;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Monday;Mon;2;1;1230
26.11.2019;20191126;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Tuesday;Tue;3;1;1231
27.11.2019;20191127;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Wednesday;Wed;4;1;1232
28.11.2019;20191128;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Thursday;Thu;5;0;1232
29.11.2019;20191129;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Friday;Fri;6;1;1233
30.11.2019;20191130;2019;Q4-2019;8080;Q4;01.11.2019;01.11.2019;24239;November;Nov;11;Saturday;Sat;7;0;1233
01.12.2019;20191201;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Sunday;Sun;1;0;1233
02.12.2019;20191202;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Monday;Mon;2;1;1234
03.12.2019;20191203;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Tuesday;Tue;3;1;1235
04.12.2019;20191204;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Wednesday;Wed;4;1;1236
05.12.2019;20191205;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Thursday;Thu;5;1;1237
06.12.2019;20191206;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Friday;Fri;6;1;1238
07.12.2019;20191207;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Saturday;Sat;7;0;1238
08.12.2019;20191208;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Sunday;Sun;1;0;1238
09.12.2019;20191209;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Monday;Mon;2;1;1239
10.12.2019;20191210;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Tuesday;Tue;3;1;1240
11.12.2019;20191211;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Wednesday;Wed;4;1;1241
12.12.2019;20191212;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Thursday;Thu;5;1;1242
13.12.2019;20191213;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Friday;Fri;6;1;1243
14.12.2019;20191214;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Saturday;Sat;7;0;1243
15.12.2019;20191215;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Sunday;Sun;1;0;1243
16.12.2019;20191216;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Monday;Mon;2;1;1244
17.12.2019;20191217;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Tuesday;Tue;3;1;1245
18.12.2019;20191218;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Wednesday;Wed;4;1;1246
19.12.2019;20191219;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Thursday;Thu;5;1;1247
20.12.2019;20191220;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Friday;Fri;6;1;1248
21.12.2019;20191221;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Saturday;Sat;7;0;1248
22.12.2019;20191222;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Sunday;Sun;1;0;1248
23.12.2019;20191223;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Monday;Mon;2;1;1249
24.12.2019;20191224;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Tuesday;Tue;3;1;1250
25.12.2019;20191225;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Wednesday;Wed;4;0;1250
26.12.2019;20191226;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Thursday;Thu;5;1;1251
27.12.2019;20191227;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Friday;Fri;6;1;1252
28.12.2019;20191228;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Saturday;Sat;7;0;1252
29.12.2019;20191229;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Sunday;Sun;1;0;1252
30.12.2019;20191230;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Monday;Mon;2;1;1253
31.12.2019;20191231;2019;Q4-2019;8080;Q4;01.12.2019;01.12.2019;24240;December;Dec;12;Tuesday;Tue;3;1;1254
01.01.2020;20200101;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Wednesday;Wed;4;0;1254
02.01.2020;20200102;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Thursday;Thu;5;1;1255
03.01.2020;20200103;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Friday;Fri;6;1;1256
04.01.2020;20200104;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Saturday;Sat;7;0;1256
05.01.2020;20200105;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Sunday;Sun;1;0;1256
06.01.2020;20200106;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Monday;Mon;2;1;1257
07.01.2020;20200107;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Tuesday;Tue;3;1;1258
08.01.2020;20200108;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Wednesday;Wed;4;1;1259
09.01.2020;20200109;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Thursday;Thu;5;1;1260
10.01.2020;20200110;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Friday;Fri;6;1;1261
11.01.2020;20200111;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Saturday;Sat;7;0;1261
12.01.2020;20200112;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Sunday;Sun;1;0;1261
13.01.2020;20200113;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Monday;Mon;2;1;1262
14.01.2020;20200114;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Tuesday;Tue;3;1;1263
15.01.2020;20200115;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Wednesday;Wed;4;1;1264
16.01.2020;20200116;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Thursday;Thu;5;1;1265
17.01.2020;20200117;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Friday;Fri;6;1;1266
18.01.2020;20200118;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Saturday;Sat;7;0;1266
19.01.2020;20200119;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Sunday;Sun;1;0;1266
20.01.2020;20200120;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Monday;Mon;2;0;1266
21.01.2020;20200121;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Tuesday;Tue;3;1;1267
22.01.2020;20200122;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Wednesday;Wed;4;1;1268
23.01.2020;20200123;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Thursday;Thu;5;1;1269
24.01.2020;20200124;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Friday;Fri;6;1;1270
25.01.2020;20200125;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Saturday;Sat;7;0;1270
26.01.2020;20200126;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Sunday;Sun;1;0;1270
27.01.2020;20200127;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Monday;Mon;2;1;1271
28.01.2020;20200128;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Tuesday;Tue;3;1;1272
29.01.2020;20200129;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Wednesday;Wed;4;1;1273
30.01.2020;20200130;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Thursday;Thu;5;1;1274
31.01.2020;20200131;2020;Q1-2020;8081;Q1;01.01.2020;01.01.2020;24241;January;Jan;1;Friday;Fri;6;1;1275
01.02.2020;20200201;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Saturday;Sat;7;0;1275
02.02.2020;20200202;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Sunday;Sun;1;0;1275
03.02.2020;20200203;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Monday;Mon;2;1;1276
04.02.2020;20200204;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Tuesday;Tue;3;1;1277
05.02.2020;20200205;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Wednesday;Wed;4;1;1278
06.02.2020;20200206;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Thursday;Thu;5;1;1279
07.02.2020;20200207;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Friday;Fri;6;1;1280
08.02.2020;20200208;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Saturday;Sat;7;0;1280
09.02.2020;20200209;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Sunday;Sun;1;0;1280
10.02.2020;20200210;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Monday;Mon;2;1;1281
11.02.2020;20200211;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Tuesday;Tue;3;1;1282
12.02.2020;20200212;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Wednesday;Wed;4;1;1283
13.02.2020;20200213;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Thursday;Thu;5;1;1284
14.02.2020;20200214;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Friday;Fri;6;1;1285
15.02.2020;20200215;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Saturday;Sat;7;0;1285
16.02.2020;20200216;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Sunday;Sun;1;0;1285
17.02.2020;20200217;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Monday;Mon;2;0;1285
18.02.2020;20200218;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Tuesday;Tue;3;1;1286
19.02.2020;20200219;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Wednesday;Wed;4;1;1287
20.02.2020;20200220;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Thursday;Thu;5;1;1288
21.02.2020;20200221;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Friday;Fri;6;1;1289
22.02.2020;20200222;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Saturday;Sat;7;0;1289
23.02.2020;20200223;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Sunday;Sun;1;0;1289
24.02.2020;20200224;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Monday;Mon;2;1;1290
25.02.2020;20200225;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Tuesday;Tue;3;1;1291
26.02.2020;20200226;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Wednesday;Wed;4;1;1292
27.02.2020;20200227;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Thursday;Thu;5;1;1293
28.02.2020;20200228;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Friday;Fri;6;1;1294
29.02.2020;20200229;2020;Q1-2020;8081;Q1;01.02.2020;01.02.2020;24242;February;Feb;2;Saturday;Sat;7;0;1294
01.03.2020;20200301;2020;Q1-2020;8081;Q1;01.03.2020;01.03.2020;24243;March;Mar;3;Sunday;Sun;1;0;1294
